Region,State,Site Name                                                                ,Site ID,EPA ID,Address,City,Zip,County,FF Ind,NAI,Latitude,Longitude,NPL Status
‭05‬,MI,SPARTA LANDFILL,‭0502168‬,MID000268136,10322 ALPINE AVENUE ,SPARTA TOWNSHIP,49345,KENT,N,N,43.1525,-85.68195,09/08/83
‭05‬,MI,SPARTAN CHEMICAL CO.,‭0502634‬,MID079300125,2539 28TH STREET SW ,WYOMING,49509,KENT,N,N,42.915831,-85.727781,09/08/83
‭05‬,MI,SPRINGFIELD TOWNSHIP DUMP,‭0502765‬,MID980499966,12955 SHINDLER RD ,DAVISBURG,48350,OAKLAND,N,N,42.7044,-83.5419,09/08/83
‭05‬,MI,"STATE DISPOSAL LANDFILL, INC.",‭0502874‬,MID980609341,EAST BELTLINE BETWEEN 4 MILE RD NE & 5 MILE RD NE ,GRAND RAPIDS,49505,KENT,N,N,43.013397,-85.590506,02/21/90
‭05‬,MI,STURGIS MUNICIPAL WELLS,‭0503000‬,MID980703011,505 W CHICAGO ROAD ,STURGIS,49091,ST. JOSEPH,N,N,41.7988,-85.4256,09/21/84
‭05‬,MI,TAR LAKE,‭0503024‬,MID980794655,NE COR SEC30 T29N R6W ,MANCELONA TOWNSHIP,49659,ANTRIM,N,Y,44.8866,-85.073,09/08/83
‭05‬,MI,TEN-MILE DRAIN,‭0510063‬,MIN000510063,INTERSECTION OF BON BRAE ST & HARPER AVE ,ST. CLAIR SHORES,48081,MACOMB,N,N,42.486944,-82.899167,09/29/10
‭05‬,MI,"THERMO-CHEM, INC.",‭0502486‬,MID044567162,4331 EVANSTON AVENUE ,MUSKEGON,49442,MUSKEGON,N,N,43.210831,-86.136669,06/10/86
‭05‬,MI,TORCH LAKE,‭0503034‬,MID980901946,STE RTE 26 N OF QUINCY MILLS ,HOUGHTON COUNTY,49934,HOUGHTON,N,Y,47.169719,-88.397781,06/10/86
‭05‬,MI,U.S. AVIEX,‭0503023‬,MID980794556,1056 HUNTLEY RD ,HOWARD TOWNSHIP,49120,CASS,N,N,41.8309,-86.1968,09/08/83
‭05‬,MI,VELSICOL BURN PIT,‭0510389‬,MIN000510389,1698 West Prospect Street ,ST. LOUIS,48880,GRATIOT,N,N,43.415545,-84.623263,03/04/10
‭05‬,MI,VELSICOL CHEMICAL CORP. (MICHIGAN),‭0502194‬,MID000722439,500 N BANKSON STREET ,ST. LOUIS,48880,GRATIOT,N,Y,43.410561,-84.618611,09/08/83
‭05‬,MI,VERONA WELL FIELD,‭0503011‬,MID980793806,TWP 10S RTE 07W SEC 32E 1/2 ,BATTLE CREEK,49017,CALHOUN,N,N,42.341669,-85.143331,09/08/83
‭05‬,MI,WASH KING LAUNDRY,‭0502992‬,MID980701247,NW1/4 SEC22 T17N R13W ,PLEASANT PLAINS TWP,49304,LAKE,N,N,43.8532,-85.853,09/08/83
‭05‬,MN,BAYTOWN TOWNSHIP GROUND WATER PLUME,‭0505340‬,MND982425209,35TH STREET  N ,BAYTOWN TOWNSHIP,55042,WASHINGTON,N,N,45,-92.833333,12/16/94
‭05‬,MN,BURLINGTON NORTHERN (BRAINERD/BAXTER PLANT),‭0503688‬,MND000686196,WEST CITY LIMITS ,BRAINERD/BAXTER,56401,CROW WING,N,N,46.3532,-94.2282,09/08/83
‭05‬,MN,FMC CORP. (FRIDLEY PLANT),‭0503738‬,MND006481543,4800 E RIVER RD ,FRIDLEY,55421,ANOKA,N,N,45.0565,-93.2762,09/08/83
‭05‬,MN,FREEWAY SANITARY LANDFILL,‭0503760‬,MND038384004,WEST 113TH STREET & I-HWY 35WEST ,BURNSVILLE,55337,DAKOTA,N,N,44.795,-93.293331,06/10/86
‭05‬,MN,GENERAL MILLS/HENKEL CORP.,‭0503775‬,MND051441731,2010 E HENNEPIN AVE ,MINNEAPOLIS,55414,HENNEPIN,N,N,44.99,-93.222781,09/21/84
‭05‬,MN,HIGHWAY 100 AND COUNTY ROAD 3 GROUNDWATER PLUME,‭0506121‬,MNN000506121,Highway 100 and County Road 3 ,"EDINA, ST. LOUIS PARK",55426,HENNEPIN,N,N,44.935257,-93.361654,09/03/20
‭05‬,MN,JOSLYN MANUFACTURING & SUPPLY CO.,‭0503767‬,MND044799856,49TH & FRANCE AVE ,BROOKLYN CENTER,55422,HENNEPIN,N,N,45.045,-93.333339,09/21/84
‭05‬,MN,KOPPERS COKE,‭0503695‬,MND000819359,1000 N HAMLINE AVENUE ,ST. PAUL,55104,RAMSEY,N,N,44.972219,-93.152781,09/08/83
‭05‬,MN,KURT MANUFACTURING CO.,‭0503786‬,MND059680165,5280 NORTHEAST MAIN STREET ,FRIDLEY,55421,ANOKA,N,N,45.064411,-93.268361,06/10/86
‭05‬,MN,LEHILLIER/MANKATO,‭0503892‬,MND980792469,W. SIBLEY PK & LEHILLIER/SOUTH BEND TWP ,LEHILLIER,56001,BLUE EARTH,N,N,44.153331,-94.038331,09/08/83
‭05‬,MN,LONG PRAIRIE GROUND WATER CONTAMINATION,‭0503903‬,MND980904072,LONG PRAIRIE CITY LIMITS ,LONG PRAIRIE,56347,TODD,N,N,45.978531,-94.856639,06/10/86
‭05‬,MN,MACGILLIS & GIBBS CO./BELL LUMBER & POLE CO.,‭0503722‬,MND006192694,440 5TH AVE NW ,NEW BRIGHTON,55112,RAMSEY,N,N,45.055,-93.194731,09/21/84
‭05‬,MN,NAVAL INDUSTRIAL RESERVE ORDNANCE PLANT,‭0504009‬,MN3170022914,4800 E RIVER RD ,FRIDLEY,55421,ANOKA,Y,N,45.058831,-93.273669,11/21/89
‭05‬,MN,NEW BRIGHTON/ARDEN HILLS/TCAAP (USARMY),‭0504010‬,MN7213820908,JCT HWY 10 & MN HWY 96S ,NEW BRIGHTON,55112,RAMSEY,Y,N,45.079169,-93.1975,09/08/83
‭05‬,MN,OAKDALE DUMP,‭0503840‬,MND980609515,N HADLEY AVE & N GRANADA AVE ,OAKDALE,55128,WASHINGTON,N,N,45,-92.966669,09/08/83
‭05‬,MN,PERHAM ARSENIC SITE,‭0503842‬,MND980609572,SOUTH CO RD 8 ,PERHAM,56573,OTTER TAIL,N,N,46.587781,-95.571661,09/21/84
‭05‬,MN,REILLY TAR & CHEMICAL CORP. (ST. LOUIS PARK PLANT),‭0503858‬,MND980609804,LOUISIANA & WALKER STREET ,ST. LOUIS PARK,55426,HENNEPIN,N,N,44.941669,-93.372219,09/08/83
‭05‬,MN,RITARI POST & POLE,‭0503902‬,MND980904064,RTE 1 ,SEBEKA,56477,WADENA,N,N,46.6608,-95.0298,07/22/87
‭05‬,MN,SOUTH ANDOVER SITE,‭0503845‬,MND980609614,2052 1/2 BUNKER LAKE RD ,ANDOVER,55303,ANOKA,N,N,45.2179,-93.318,09/08/83
‭05‬,MN,SOUTH MINNEAPOLIS RESIDENTIAL SOIL CONTAMINATION,‭0509136‬,MNN000509136,27TH ST EAST & 17TH AV SOUTH B/W 31ST & 21ST ST E & HIAWATHA & 12TH,MINNEAPOLIS,55407,HENNEPIN,N,Y,44.9528,-93.2427,09/19/07
‭05‬,MN,SOUTHEAST HENNEPIN AREA GROUNDWATER AND VAPOR,‭0506043‬,MNN000506043,Hoover St NE & Spring Street NE ,MINNEAPOLIS,55413,HENNEPIN,N,N,44.995053,-93.217756,03/16/22
‭05‬,MN,SPRING PARK MUNICIPAL WELL FIELD,‭0502963‬,MNN000502963,4333 WARREN AVENUE ,SPRING PARK,55384,HENNEPIN,N,N,44.935944,-93.633306,05/17/18
‭05‬,MN,ST. LOUIS RIVER SITE,‭0503761‬,MND039045430,MORGAN PARK ,ST. LOUIS COUNTY,55808,ST. LOUIS,N,Y,46.677781,-92.212219,09/21/84
‭05‬,MN,ST. REGIS PAPER CO.,‭0503781‬,MND057597940,2ND STREET SOUTH & CENTRAL AVENUE ,CASS LAKE,56633,CASS,N,Y,47.375561,-94.60555,09/21/84
‭05‬,MN,WAITE PARK WELLS,‭0503924‬,MND981002249,"5200 Foundry Cir, St Cloud, MN","WAITE PARK, ST CLOUD",56303,STEARNS,N,N,45.561669,-94.215,06/10/86
‭05‬,OH,ALLIED CHEMICAL & IRONTON COKE,‭0504336‬,OHD043730217,3330 S 3RD ST ,IRONTON,45638,LAWRENCE,N,N,38.5057,-82.658,09/08/83
‭05‬,OH,BEHR DAYTON THERMAL SYSTEM VOC PLUME,‭0510164‬,OHN000510164,1600 WEBSTER ST ,DAYTON,45404,MONTGOMERY,N,N,39.784444,-84.179444,04/09/09
‭05‬,OH,BIG D CAMPGROUND,‭0504684‬,OHD980611735,3678 CREEK RD ,KINGSVILLE,44048,ASHTABULA,N,N,41.904169,-80.652781,09/08/83
‭05‬,OH,CHEM-DYNE,‭0504440‬,OHD074727793,500 FORD BLVD ,HAMILTON,45011,BUTLER,N,N,39.4079,-84.552,09/08/83
‭05‬,OH,COPLEY SQUARE PLAZA,‭0507548‬,OH0000563122,2777 COPLEY ROAD ,COPLEY,44321,SUMMIT,N,N,41.092839,-81.617472,04/27/05
‭05‬,OH,DONNELSVILLE CONTAMINATED AQUIFER,‭0510459‬,OHN000510459,NORTH HAMPTON ROAD and U.S. 40 ,DONNELSVILLE,45319,CLARK,N,N,39.920558,-83.948728,09/13/18
‭05‬,OH,E.H. SCHILLING LANDFILL,‭0504568‬,OHD980509947,RTE 52 & PATRIC RD ,HAMILTON TOWNSHIP,45638,LAWRENCE,N,N,38.5725,-82.75555,09/08/83
‭05‬,OH,EAST TROY CONTAMINATED AQUIFER,‭0507962‬,OHSFN0507962,EAST TROY ALONG WEST BANK OF MIAMI RIVER ,TROY,45373,MIAMI,N,N,40.0381,-84.1961,09/03/08
‭05‬,OH,FEED MATERIALS PRODUCTION CENTER (USDOE),‭0504934‬,OH6890008976,2 MI W OF JUNCTION RT 128 & RT 126 ,FERNALD,45030,,Y,N,39.29945,-84.688331,11/21/89
‭05‬,OH,FIELDS BROOK,‭0504723‬,OHD980614572,WATER BED OF CREEK R3W T13N ,ASHTABULA,44004,ASHTABULA,N,N,41.8915,-80.7754,09/08/83
‭05‬,OH,FULTZ LANDFILL,‭0504824‬,OHD980794630,CO RD 52 ,JACKSON TOWNSHIP,43723,GUERNSEY,N,N,39.984719,-81.541661,09/08/83
‭05‬,OH,INDUSTRIAL EXCESS LANDFILL,‭0504014‬,OHD000377911,4MI S INTER 619 & CLEVELAND AVENUE ,UNIONTOWN,44685,STARK,N,N,40.968331,-81.404169,06/10/86
‭05‬,OH,LAMMERS BARREL FACTORY,‭0504896‬,OHD981537582,EAST PATTERSON & GRANGE HALL ,BEAVERCREEK,45385,GREENE,N,N,39.726389,-84.084306,09/29/03
‭05‬,OH,LITTLE SCIOTO RIVER,‭0509950‬,OHN000509950,HOLLAND ROAD AT LITTLE SCIOTO RIVER ,MARION COUNTY,43302,MARION,N,N,40.593061,-83.183461,09/23/09
‭05‬,OH,MIAMI COUNTY INCINERATOR,‭0504688‬,OHD980611800,2200 N COUNTY RD ,TROY,45373,MIAMI,N,N,40.074169,-84.224169,09/21/84
‭05‬,OH,MILFORD CONTAMINATED AQUIFER,‭0507973‬,OHSFN0507973,101 RACE STREET ,MILFORD,45150,CLERMONT,N,N,39.177814,-84.293786,03/10/11
‭05‬,OH,MOUND PLANT (USDOE),‭0504935‬,OH6890008984,MOUND RD ,MIAMISBURG,45342,MONTGOMERY,Y,N,39.6264,-84.2862,11/21/89
‭05‬,OH,NEASE CHEMICAL,‭0504619‬,OHD980610018,BENTON RD AKA ST RTE 14A ,SALEM,44460,COLUMBIANA,N,N,40.916669,-80.891669,09/08/83
‭05‬,OH,NEW CARLISLE LANDFILL,‭0509238‬,OHN000509238,715 N. DAYTON-LAKEVIEW ROAD ,NEW CARLISLE,45344,CLARK,N,N,39.923333,-84.033694,04/09/09
‭05‬,OH,NEW LYME LANDFILL,‭0504822‬,OHD980794614,RTE 11 ON DODGEVILLE RD ,NEW LYME,44076,ASHTABULA,N,N,41.584719,-80.729161,09/08/83
‭05‬,OH,NORTH SANITARY LANDFILL,‭0504693‬,OHD980611875,200 VALLEYCREST DRIVE ,DAYTON,45404,MONTGOMERY,N,N,39.78611,-84.1525,05/31/94
‭05‬,OH,OLD MILL,‭0504586‬,OHD980510200,MILL RD & STATION ,ROCK CREEK,44084,ASHTABULA,N,N,41.6601,-80.8456,09/08/83
‭05‬,OH,ORMET CORP.,‭0504223‬,OHD004379970,ST RTE #7 ,HANNIBAL,43946,MONROE,N,N,39.705,-80.841669,07/22/87
‭05‬,OH,PETERS CARTRIDGE FACTORY,‭0507087‬,OHD987051083,1415 GRANDIN ROAD ,KINGS MILLS,45039,WARREN,N,N,39.350694,-84.242222,09/18/12
‭05‬,OH,POWELL ROAD LANDFILL,‭0504015‬,OHD000382663,SO SIDE OF POWELL RD 1MI W 202 ,DAYTON,45424,MONTGOMERY,N,N,39.833331,-84.16,09/21/84
‭05‬,OH,"PRISTINE, INC.",‭0504445‬,OHD076773712,410 CAVETT AVENUE ,READING,45215,HAMILTON,N,N,39.236111,-84.437231,09/08/83
‭05‬,OH,REILLY TAR & CHEMICAL CORP. (DOVER PLANT),‭0504620‬,OHD980610042,THIRD ST ,DOVER,44622,TUSCARAWAS,N,N,40.5175,-81.479,08/30/90
‭05‬,OH,"SANITARY LANDFILL CO. (INDUSTRIAL WASTE DISPOSAL CO., INC.)",‭0504496‬,OHD093895787,1855 CARDINGTON ROAD ,MORAINE,45409,MONTGOMERY,N,N,39.716581,-84.201531,06/10/86
‭05‬,OH,SKINNER LANDFILL,‭0504404‬,OHD063963714,8750 CINCINNATI DAYTON HIGHWAY ,WEST CHESTER,45069,BUTLER,N,N,39.333331,-84.399719,09/08/83
‭05‬,OH,SOUTH POINT PLANT,‭0504434‬,OHD071650592,OLD RTE 52 1MILE SOUTH OF OHIO RIVER ,SOUTH POINT,45680,LAWRENCE,N,N,38.4375,-82.591669,09/21/84
‭05‬,OH,SUMMIT NATIONAL,‭0504617‬,OHD980609994,1240 ALLIANCE ROAD ,DEERFIELD TOWNSHIP,44411,PORTAGE,N,N,41.024,-81.0971,09/08/83
‭05‬,OH,"TRW, INC. (MINERVA PLANT)",‭0504128‬,OHD004179339,3860 UNION AVE S ,MINERVA,44657,STARK,N,N,40.745,-81.09,03/31/89
‭05‬,OH,VALLEY PIKE VOCS,‭0510489‬,OHN000510489,2949 VALLEY PIKE ,RIVERSIDE,45404,MONTGOMERY,N,N,39.797222,-84.1325,09/09/16
‭05‬,OH,VAN DALE JUNKYARD,‭0504821‬,OHD980794606,GOOSE RUN RD ,MARIETTA,45750,WASHINGTON,N,N,39.43195,-81.4025,06/10/86
‭05‬,OH,WEST TROY CONTAMINATED AQUIFER,‭0508132‬,OHN000508132,ADAMS STREET AND CR 25A ,TROY,45373,MIAMI,N,N,40.046408,-84.208928,09/18/12
‭05‬,OH,WRIGHT-PATTERSON AIR FORCE BASE,‭0504939‬,OH7571724312,ST RTE 444 ,DAYTON,45324,,Y,N,39.8071,-84.0697,10/04/89
‭05‬,OH,ZANESVILLE WELL FIELD,‭0504820‬,OHD980794598,2200 LINDEN ,ZANESVILLE,43701,MUSKINGUM,N,N,39.967781,-81.992231,09/08/83
‭05‬,WI,ALGOMA MUNICIPAL LANDFILL,‭0505095‬,WID980610380,SEC32 T25N R25E TOWN OF AHNAPEE ,ALGOMA,54201,KEWAUNEE,N,N,44.597,-87.4912,07/22/87
‭05‬,WI,AMCAST INDUSTRIAL CORPORATION,‭0510210‬,WIN000510210,N39 W5789 HAMILTON ROAD ,CEDARBURG,53012,OZAUKEE,N,N,43.288444,-87.982056,09/23/09
‭05‬,WI,ASHLAND/NORTHERN STATES POWER LAKEFRONT,‭0507952‬,WISFN0507952,300 ST. CLAIRE ST. ,ASHLAND,54806,ASHLAND,N,Y,46.595972,-90.883333,09/05/02
‭05‬,WI,BETTER BRITE PLATING CO. CHROME AND ZINC SHOPS,‭0505257‬,WIT560010118,519 LANDE ST ,DE PERE,54115,BROWN,N,N,44.438061,-88.0755,08/30/90
‭05‬,WI,CITY DISPOSAL CORP. LANDFILL,‭0505117‬,WID980610646,SAND HILL RD ,DUNN,53575,DANE,N,N,42.946389,-89.356939,09/21/84
‭05‬,WI,DELAVAN MUNICIPAL WELL #4,‭0505165‬,WID980820062,SOUTH WRIGHT STREET ,DELAVAN,53115,WALWORTH,N,N,42.631669,-88.623889,09/21/84
‭05‬,WI,HAGEN FARM,‭0505071‬,WID980610059,2318 COUNTY TRUNK HIGHWAY A ,STOUGHTON,53589,DANE,N,N,42.9089,-89.1832,07/22/87
‭05‬,WI,HECHIMOVICH SANITARY LANDFILL,‭0505034‬,WID052906088,EAST END OF RAASCH HILL ROAD ,WILLIAMSTOWN,53032,DODGE,N,N,43.459531,-88.554139,03/31/89
‭05‬,WI,HUNTS DISPOSAL LANDFILL,‭0505068‬,WID980511919,CO LINE RD & FOLEY RD ,CALEDONIA,53108,RACINE,N,N,42.835,-87.88,07/22/87
‭05‬,WI,JANESVILLE ASH BEDS,‭0504945‬,WID000712950,BLACK BRIDGE RD ,JANESVILLE,53545,ROCK,N,N,42.703061,-89.0275,09/21/84
‭05‬,WI,JANESVILLE OLD LANDFILL,‭0505136‬,WID980614044,BLACK BRIDGE ROAD ,JANESVILLE,53545,ROCK,N,N,42.702781,-89.023611,09/21/84
‭05‬,WI,KOHLER CO. LANDFILL,‭0504973‬,WID006073225,444 HIGHLAND DRIVE ,KOHLER,53044,SHEBOYGAN,N,N,43.7375,-87.763889,09/21/84
‭05‬,WI,LAUER I SANITARY LANDFILL,‭0505043‬,WID058735994,W124 N8925 BOUNDARY RD ,MENOMONEE FALLS,53051,WAUKESHA,N,N,43.181389,-88.066669,09/21/84
‭05‬,WI,"LEMBERGER LANDFILL, INC.",‭0505180‬,WID980901243,ROUTE 1 HEMPTON LAKE ROAD ,WHITELAW,54247,MANITOWOC,N,N,44.173331,-87.841669,06/10/86
‭05‬,WI,LEMBERGER TRANSPORT & RECYCLING,‭0505040‬,WID056247208,RTE 1 2MI N OF WHITELAW ,FRANKLIN TOWNSHIP,54247,MANITOWOC,N,N,44.1655,-87.8448,09/21/84
‭05‬,WI,MADISON METROPOLITAN SEWERAGE DISTRICT LAGOONS,‭0505057‬,WID078934403,1610 MOORLAND RD ,BLOOMING GROVE,53713,DANE,N,N,43.034311,-89.346281,02/21/90
‭05‬,WI,MASTER DISPOSAL SERVICE LANDFILL,‭0505166‬,WID980820070,SW1/4 OF SW1/4 SEC5 T7N R20E ,BROOKFIELD,53005,WAUKESHA,N,N,43.092781,-88.163331,09/21/84
‭05‬,WI,"MID-STATE DISPOSAL, INC. LANDFILL",‭0505170‬,WID980823082,approx. 1742-1594 Big Rapids Road ,CLEVELAND TOWNSHIP,54484,MARATHON,N,N,44.848331,-90.04,09/21/84
‭05‬,WI,"MOSS-AMERICAN CO., INC. (KERR-MCGEE OIL CO.)",‭0505024‬,WID039052626,8716 N GRANVILLE ROAD ,MILWAUKEE,53244,MILWAUKEE,N,N,43.1772,-88.0417,09/21/84
‭05‬,WI,MUSKEGO SANITARY LANDFILL,‭0504946‬,WID000713180,HIGHWAY 24 & CROWBAR ROAD ,MUSKEGO,53150,WAUKESHA,N,N,42.8929,-88.1829,09/21/84
‭05‬,WI,"N.W. MAUTHE CO., INC.",‭0505061‬,WID083290981,725 SOUTH OUTAGAMIE STREET ,APPLETON,54914,OUTAGAMIE,N,N,44.25555,-88.43,03/31/89
‭05‬,WI,"NATIONAL PRESTO INDUSTRIES, INC.",‭0505009‬,WID006196174,3925 N HASTINGS WAY ,EAU CLAIRE,54701,CHIPPEWA,N,N,44.8601,-91.452,06/10/86
‭05‬,WI,"OCONOMOWOC ELECTROPLATING CO., INC.",‭0504986‬,WID006100275,W2573 OAK STREET ,ASHIPPUN,53003,DODGE,N,N,43.2141,-88.5221,09/21/84
‭05‬,WI,ONALASKA MUNICIPAL LANDFILL,‭0505169‬,WID980821656,SPORTMAN RD ,ONALASKA,54650,LA CROSSE,N,N,43.9573,-91.3382,09/21/84
‭05‬,WI,PENTA WOOD PRODUCTS,‭0506898‬,WID006176945,"8682 STATE RD 70, DANIELS TOWNSHIP ",DANIELS,54872,BURNETT,N,Y,45.784508,-92.431204,06/17/96
‭05‬,WI,REFUSE HIDEAWAY LANDFILL,‭0505114‬,WID980610604,SW1/4 OF NW1/4 SEC8 T7N R8E ,MIDDLETON,53562,DANE,N,N,43.0992,-89.57727,10/14/92
‭05‬,WI,RIPON CITY LANDFILL,‭0505078‬,WID980610190,S OF COUNTY HWY FF ,FOND DU LAC COUNTY,54971,FOND DU LAC,N,N,43.866806,-88.870556,05/31/94
‭05‬,WI,SAUK COUNTY LANDFILL,‭0505073‬,WID980610141,LANDFILL ROAD 10 MILE WEST BARABOO ,EXCELSIOR,53959,SAUK,N,N,43.5145,-89.8775,10/04/89
‭05‬,WI,SCHMALZ DUMP,‭0505168‬,WID980820096,ROUTE 2 FIRE LANE 1 ,HARRISON,54911,CALUMET,N,N,44.21,-88.396669,09/21/84
‭05‬,WI,SHEBOYGAN HARBOR & RIVER,‭0505188‬,WID980996367,HARBOR ,SHEBOYGAN,53081,SHEBOYGAN,N,N,43.749444,-87.70075,06/10/86
‭05‬,WI,SPICKLER LANDFILL,‭0505181‬,WID980902969,ROUTE 2 (ECKES ROAD) ,SPENCER,54479,MARATHON,N,N,44.689689,-90.265611,07/22/87
‭05‬,WI,STOUGHTON CITY LANDFILL,‭0505177‬,WID980901219,AMUNDSON PKWY & SKOGDALEN DR ,STOUGHTON,53589,DANE,N,N,42.923889,-89.206389,06/10/86
‭05‬,WI,TOMAH MUNICIPAL SANITARY LANDFILL,‭0505088‬,WID980610307,WEST 24TH AVENUE ,TOMAH,54660,MONROE,N,N,43.9944,-90.522,03/31/89
‭05‬,WI,UNITY AUTO MART,‭0505544‬,WIN000505544,102 North Front St. ,UNITY,54488,MARATHON,N,N,44.85169,-90.31548,03/16/22
‭05‬,WI,"WASTE MANAGEMENT OF WISCONSIN, INC. (BROOKFIELD SANITARY LANDFILL)",‭0505179‬,WID980901235,1365 N BROOKFIELD RD ,BROOKFIELD,53005,WAUKESHA,N,N,43.048169,-88.148111,08/30/90
‭05‬,WI,WAUSAU GROUND WATER CONTAMINATION,‭0505186‬,WID980993521,S24 & 25 T29N R7E ,WAUSAU,54401,MARATHON,N,N,44.9773,-89.6292,06/10/86
‭06‬,AR,"ARKWOOD, INC.",‭0600124‬,ARD084930148,S. OF CITY @ CRICKETT RR JUNC. ,OMAHA,72662,BOONE,N,N,36.445,-93.1964,03/31/89
‭06‬,AR,CEDAR CHEMICAL CORPORATION,‭0600295‬,ARD990660649,49 PHILLIPS ROAD 311 (HIGHWAY 242 SOUTH) ,WEST HELENA,72342,PHILLIPS,N,N,34.518611,-90.6525,09/18/12
‭06‬,AR,MACMILLAN RING FREE OIL,‭0600064‬,ARD008049207,MACMILLAN ROAD OFF ARKANSAS HIGHWAY 335 ,NORPHLET,71759,UNION,N,N,33.30836,-92.65688,05/12/14
‭06‬,AR,MID-SOUTH WOOD PRODUCTS,‭0600136‬,ARD092916188,HWY 71 SOUTH ,MENA,71953,POLK,N,N,34.5697,-94.2566,09/08/83
‭06‬,AR,MOUNTAIN PINE PRESSURE TREATING,‭0603651‬,ARD049658628,HIGHWAY 28 ,PLAINVIEW,72857,YELL,N,N,34.984167,-93.302222,07/22/99
‭06‬,AR,OLD MIDLAND PRODUCTS,‭0600216‬,ARD980745665,1/2 MI E ON HIGHWAY 10 ,OLA/BIRTA,72853,YELL,N,N,35.025,-93.203889,06/10/86
‭06‬,AR,OUACHITA NEVADA WOOD TREATER,‭0604486‬,ARD042755231,N OF HWY 368 APPROX. 1/4 MI N OF READER ,READER,71726,OUACHITA,N,N,33.759453,-93.104258,05/11/00
‭06‬,AR,"POPILE, INC.",‭0603790‬,ARD008052508,SOUTHFIELD RD. APPROX. 1/2 MI S OF CITY ,EL DORADO,71730,UNION,N,N,33.1825,-92.673333,10/14/92
‭06‬,AR,"VERTAC, INC.",‭0600023‬,ARD000023440,MARSHALL RD ,JACKSONVILLE,72076,PULASKI,N,N,34.878,-92.1312,09/08/83
‭06‬,LA,AGRICULTURE STREET LANDFILL,‭0600646‬,LAD981056997,ABUNDANCE STREET ,NEW ORLEANS,70126,ORLEANS,N,N,29.98866,-90.040165,12/16/94
‭06‬,LA,AMERICAN CREOSOTE DERIDDER,‭0604293‬,LAN000604293,Washington St/Post Plant Rd ,DERIDDER,70634,BEAUREGARD,N,N,30.831693,-93.276863,01/18/18
‭06‬,LA,"AMERICAN CREOSOTE WORKS, INC. (WINNFIELD PLANT)",‭0600317‬,LAD000239814,1006 FRONT STREET ,WINNFIELD,71483,WINN,N,N,31.918611,-92.634722,10/14/92
‭06‬,LA,BAYOU BONFOUCA,‭0600574‬,LAD980745632,BAYOU BONFOUCA ,SLIDELL,70458,ST. TAMMANY,N,N,30.282219,-89.784161,09/08/83
‭06‬,LA,COLONIAL CREOSOTE,‭0607134‬,LAN000607134,HICKORY AVE ,BOGALUSA,70429,WASHINGTON,N,N,30.768056,-89.863889,09/30/15
‭06‬,LA,"COMBUSTION, INC.",‭0600472‬,LAD072606627,RT 1; NE OF DENHAM SPRINGS ,DENHAM SPRINGS,70726,LIVINGSTON,N,N,30.5129,-90.8939,08/30/90
‭06‬,LA,DELTA SHIPYARD,‭0600444‬,LAD058475419,200 DEAN COURT ,HOUMA,70363,TERREBONNE,N,N,29.565818,-90.705141,09/22/14
‭06‬,LA,EVR-WOOD TREATING/EVANGELINE REFINING COMPANY,‭0605517‬,LAN000605517,"HWY 97N,1 MILE EAST OF INTERSTATE HWY 10 Unincorporated portion of Acadia Parish",EVANGELINE,70537,ACADIA,N,N,30.248056,-92.6175,09/18/12
‭06‬,LA,LOUISIANA ARMY AMMUNITION PLANT,‭0600770‬,LA0213820533,HWY 80 E/PO BOX 30059 ,DOYLINE,71130,WEBSTER,Y,N,32.5422,-93.421,03/13/89
‭06‬,LA,MADISONVILLE CREOSOTE WORKS,‭0600653‬,LAD981522998,"STATE HGWY 22, 2.5 MILES W OF CITY ",MADISONVILLE,70447,ST. TAMMANY,N,N,30.427222,-90.198611,12/23/96
‭06‬,LA,MARION PRESSURE TREATING,‭0604491‬,LAD008473142,STATE HIGHWAY 551 NEAR SH 33 JUNCTION ,MARION,71260,UNION,N,N,32.908333,-92.252944,02/04/00
‭06‬,LA,"PETRO-PROCESSORS OF LOUISIANA, INC.",‭0600442‬,LAD057482713,BROOKLAWN DRIVE ,SCOTLANDVILLE,70807,EAST BATON ROUGE,N,N,30.583331,-91.243331,09/21/84
‭06‬,LA,SBA SHIPYARD,‭0607497‬,LAD008434185,END of State Hwy 3166 Adj to W Bank Mermentau ,JENNINGS,70546,JEFFERSON DAVIS,N,N,30.160603,-92.612236,09/09/16
‭06‬,NM,AT&SF (ALBUQUERQUE),‭0600879‬,NMD980622864,"3300 2ND STREET , SW ",ALBUQUERQUE,87102,BERNALILLO,N,N,35.033333,-106.655278,12/16/94
‭06‬,NM,CHEVRON QUESTA MINE,‭0600806‬,NMD002899094,NM HIGHWAY 38 RED RIVER CANYON ,QUESTA,87556,TAOS,N,N,36.700294,-105.497706,09/16/11
‭06‬,NM,EAGLE PICHER CAREFREE BATTERY,‭0600805‬,NMD001829506,EXIT 152 I-25 ,SOCORRO,87801,SOCORRO,N,N,34.099517,-106.901239,09/19/07
‭06‬,NM,FRUIT AVENUE PLUME,‭0604068‬,NMD986668911,NEAR INTERSECTION OF EDITH AND GRAND AVE ,ALBUQUERQUE,87102,BERNALILLO,N,N,35.086444,-106.640611,10/22/99
